url,label
https://glcymca.org,0
https://vitanascosta.net,0
https://biotaxa.org,0
https://ecfvp.org,0
https://mediapalace.ca,0
https://kurdarbs.lv,0
https://jingrui200.com,0
https://acessodigital.com.br,0
https://fdnet.com,0
https://mademkaza.com,0
https://emchina.org,0
https://autolab-china.com,0
https://my3gb.com,0
https://extendbroadband.com,0
https://ploravexith.info,0
https://mediaukblog.co.uk,0
https://meinhartje.com,0
https://hoodrichofficial.com,0
https://syriahr.com,0
https://bahrain-goldprice.com,0
https://mad-media.co.za,0
https://casinos-maxbetslots.com,0
https://bk8-vip.co,0
https://tickencounter.org,0
https://lojamotard.pt,0
https://rbw-tech.net,0
https://famfinder.com,0
https://ravenbet.biz,0
https://kust.edu.cn,0
https://medicalbillingschool.org,0
https://jktsentosa.com,0
https://dmy.co,0
https://ja.al.gov.br,0
https://essayswriting.org,0
https://eeagd.edu.cn,0
https://lilygo.cc,0
https://domappcheckomeg30.firebaseapp.com/,1
https://quotesense.co.uk,0
https://bateauavendre.fr,0
https://docs.google.com/presentation/d/e/2PACX-1vQOZo6YrMgrN5_ibQSTTMZTEHu1-rXsxKYfRFDO0b2vPzUXO2sUJsiB_m0ewNmvfmYr_QsaskbvsmFq/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://festihutireland.com,0
https://moderngifts.in,0
https://officinabiomedica.it,0
https://billini.com,0
https://learn.com,0
https://swiatkwiatow.pl,0
https://collectorsweekly.com,0
https://karibcable.com,0
https://jtexpress.vn,0
https://webslots.co.uk,0
https://police.gov.hk,0
https://rev.hu,0
https://suedwest24.de,0
https://lasonotheque.org,0
https://carisolgroup.com,0
https://metro.us,0
https://vollebak.com,0
https://hitman.com.ua,0
https://activengage.com,0
https://tbb.com.tw,0
https://interliving.com,0
https://imagnumhealthcare.com,0
https://iigry.ru,0
https://4526994.xyz,0
https://marriotthotels.co.kr,0
https://comicshop.de,0
https://q-r.to/bfKPWJ,1
https://groupondata.com,0
https://enetscores.com,0
https://transportify.com.ph,0
https://hndkrs.com,0
https://taku-app.com,0
https://statementupdatemailbox.weebly.com/,1
https://benintegra.net,0
https://proclinic.es,0
https://scholarshipunion.com,0
https://sunderjaya.com.pk,0
https://cwtharveystravel.com,0
https://tecnobuz.com,0
https://thepattayanews.com,0
https://pencetdulu.com,0
https://boriscooper.org,0
https://jamberita.com,0
https://marbledfennec.net,0
https://huachaxs.com,0
https://citasconlatinas.com,0
https://qrco.de/bfJA3E,1
https://wiredscore.com,0
https://inkbox.com,0
https://l.ead.me/bgaqAu,1
https://chat-api.com,0
https://aptekarosa.pl,0
https://esoteric.jp,0
https://us18.campaign-archive.com/?u=e54167631e141b02fa8e2cffe&id=1c54970319,1
https://conroytullywalker.com,0
https://homebyames.com,0
https://getcape.io,0
http://cxis.cubexpressphilippines.com/ric02.html,1
https://stepnet.co.jp,0
https://megacoresolutions.co.uk,0
https://meridix.com,0
https://feedback.org,0
https://shopublic.com,0
https://morelaw.com,0
https://a98.ir,0
https://carolcamila.com.br,0
https://suip.cz,0
https://uupaid.com,0
https://monarchie.be,0
https://ksjfzgs.com,0
https://hdfull.monster,0
https://playfield76.com,0
https://yandexadexchange.net,0
https://slated.com,0
https://fahrrad-xxl.de,0
https://sites.google.com/view/kolfidmosbal/,1
https://cg.gov.ma,0
https://bmquan.cn,0
https://reurl.cc/mYE5Q9,1
https://webhostingci.com,0
https://toyokan.co.jp,0
https://mte.io,0
https://radio5.com.pl,0
https://lighthouseclothing.co.uk,0
https://awardspring.ca,0
https://nguyenvulock.com,0
https://dshboard09ae.firebaseapp.com/,1
https://37486115.xyz,0
https://printbakery.com,0
https://star71particularly.shop,0
https://politicalemails.org,0
https://nahsdmgjuvmyp.online,0
https://levolor.com,0
https://igniteenterprise.ca,0
https://ethicspoint.com,0
https://sed.ms.gov.br,0
https://pluang.com,0
https://shibumi.com,0
https://fukushimabank.co.jp,0
https://rightstuf.com,0
https://260samplesale.com,0
https://docs.google.com/presentation/d/e/2PACX-1vTfiQmHrZM_nm1rq0IEyb6S_g1Sk8WWbGDg-OKh01G2EFta4wc1dhdbp9BaKRBUouSwKOTw1hvopr_g/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://ainak.pk,0
https://motorolapromocionesmm.com,0
https://websitepolicies.io,0
https://ludlowadvertiser.co.uk,0
https://justlanded.co.uk,0
https://tb.no,0
https://khatrijamnadas.com,0
https://lhwnmvj.com,0
https://onlyfinder.com,0
https://mirpas.com.tr,0
https://hifiplaza.co.kr,0
https://360tv.ru,0
https://pulseculturenews.co.uk,0
https://telnyx.eu,0
https://worldskills.ru,0
https://sudokuclubgame.com,0
https://gstsso.nic.in,0
https://lenox.com,0
https://mos-kino.ru,0
https://nhakhoatamducsmile.com,0
https://micro.bg,0
https://the-xnxx.click,0
https://wavevms.com,0
https://servw.bid,0
https://talktools.com,0
https://shareitpay.in,0
https://opencom.ch,0
https://makeheadway.com,0
https://siscam.com.br,0
https://dollarsonthenet.net,0
https://nordicgaming.co.uk,0
https://beacon.tv,0
https://movastyle.com,0
https://colnetwork.com.ve,0
https://awsdns-32.net,0
https://q-r.to/bfgBf4,1
https://nic.ve,0
https://rri.go.id,0
https://dramacafe-tv.sbs,0
https://defenseromania.ro,0
https://cnt.re,0
https://vipgrid.de,0
https://z88de3.webwave.dev/?forcePageWithoutCdn=true,1
https://altegio.com,0
https://proferten.kz,0
https://avax-test.network,0
https://cloud86-host.nl,0
https://theworldlink.com,0
https://ccb.pt,0
https://gopay.com,0
https://zee33beyonds.xyz,0
https://particlenews.com,0
https://ipfs.io/ipfs/QmemvcT4aVx1N3wf26vRevvFtAy2xs3EtZEWURPhL6rVfH,1
https://alba.dp.ua,0
https://gateway.web.tr,0
https://spintracker.de,0
https://jl18.vip,0
https://4team.biz,0
https://heve.es,0
https://ag-64.com,0
https://deercatgames.com,0
https://feroca.com,0
https://flash90.net,0
https://quickshot-widgets.net,0
https://hoikonghk.com.hk,0
https://sites.google.com/view/koldifpromoji,1
https://carson-saint.com,0
https://29empire-58.site,0
https://vavada-casino7777cp.ru,0
https://orbitisp.com,0
https://22doll.com,0
https://5rrl.vip,0
https://revsci.net,0
https://dongguk.ac.kr,0
https://netmakerindia.com,0
https://b24platform.ru,0
https://0522.ua,0
https://cetreria.com,0
https://heyform.net,0
https://xamsconect.firebaseapp.com/,1
https://efigence.com,0
https://krys.com,0
https://river-group.co,0
https://cesarserver.com,0
https://siril.org,0
https://ausbildung.de,0
https://turboindustries.de,0
https://itrust.io,0
https://tandoor.ru,0
https://perdu.com,0
https://simonandschuster.biz,0
https://uplinkearth.com,0
https://kinseysinc.com,0
https://schilderdienstaurich.de,0
https://acry-ya.com,0
https://diplomastjumen.ru,0
https://buke.com.tr,0
https://bibleversestogo.com,0
https://26-2.ru,0
https://balticar.com,0
